"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"768","IFN3",34,6,"A",NA,"34_6_A_1",376000,4763000,"natural",1,42,NA,NA,67.4816958709636,30.5577490736439,36.9239467973197,67.4816958709636,NA,NA,0,0,31.8309886183791,0,0,0,0,0,35.6507072525846,41.2594339622642,51.1349311062925,41.2594339622642,13.85834025,12.350665,1.50767525,13.85834025,NA,NA,4.83018867924528,4.83018867924528,"80",11.706870927175,11.706870927175,212.806134436301,252.024586099035,469.070608873914
"769","IFN3",34,60,"A",NA,"34_60_A_1",366000,4751000,"natural",1,71,NA,NA,371.361533881089,314.773109670637,56.5884242104517,371.361533881089,NA,NA,0,0,31.8309886183791,127.323954473516,99.0297423682904,84.8826363156775,14.1471060526129,14.1471060526129,0,24.462380952381,25.3845598928242,33.0375,18.7942965277778,14.7478381944444,4.04645833333333,18.7942965277778,NA,NA,7.88571428571429,12.3,"75",32.236086507952,37.2304199772985,380.57256059291,42.1887278633317,78.5220702979053
"770","IFN3",34,600,"A",NA,"34_600_A_6C",364000,4695000,"plantation",0,258,NA,NA,282.942121052258,NA,282.942121052258,282.942121052258,NA,NA,0,0,0,254.647908947033,28.2942121052258,0,0,0,0,19.455,19.5157500496394,20.8628571428571,8.46365555555555,NA,8.46365555555555,8.46365555555555,NA,NA,14.6875,14.9285714285714,"75",75.4947314315086,71.5557381539304,190.139440963543,39.822905861113,74.1187793958345
"771","IFN3",34,601,"A",NA,"34_601_A_3C",348000,4694000,"plantation",0,25,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,0,127.323954473516,31.8309886183791,0,0,0,0,0,16.02,16.239088644379,16.8625,3.29635,NA,3.29635,3.29635,NA,NA,7.2,7.625,"",44.9438202247191,45.2186805040771,79.6302116400219,103.956125838846,193.484151678119
"773","IFN3",34,602,"A",NA,"34_602_A_1",348000,4693000,"plantation",0,25,21,NA,551.737136051904,NA,551.737136051904,488.075158815146,63.6619772367581,NA,0,0,159.154943091895,222.816920328653,155.618166578742,14.1471060526129,0,0,0,20.6269230769231,21.0002915120182,26.90625,19.1105305555556,NA,19.1105305555556,17.4245993055556,1.68593125,NA,8.02179487179487,9.425,"75",38.8899247933371,35.0290360046458,417.07114692687,45.1702540345174,84.0713157827962
"774","IFN3",34,603,"A",NA,"34_603_A_6C",365000,4693000,"plantation",0,258,NA,NA,254.647908947033,NA,254.647908947033,254.647908947033,NA,NA,0,254.647908947033,0,0,0,0,0,0,0,9.5,9.6422248469946,11.15,1.85945,NA,1.85945,1.85945,NA,NA,8.5,9,"85",89.4736842105263,80.7174887892377,55.188792744686,69.6285631841944,129.593358463018
"775","IFN3",34,604,"A",NA,"34_604_A_4",348000,4692000,"plantation",0,25,NA,NA,1043.3490713802,NA,1043.3490713802,1043.3490713802,NA,NA,0,127.323954473516,286.478897565412,445.633840657307,183.912378683968,0,0,0,0,18.3320338983051,18.7177390257822,24.525,28.70954375,NA,28.70954375,28.70954375,NA,NA,10.8203389830508,11.625,"80",59.0242143510942,47.4006116207951,655.696110224662,26.6312910831431,49.5664177722708
"776","IFN3",34,605,"A",NA,"34_605_A_4",349000,4692000,"plantation",0,25,NA,NA,682.597867038573,NA,682.597867038573,682.597867038573,NA,NA,0,0,222.816920328653,445.633840657307,14.1471060526129,0,0,0,0,17.9992227979275,18.1691180944923,21.9145161290323,17.69793125,NA,17.69793125,17.69793125,NA,NA,8.50777202072539,9.2741935483871,"85",47.2674410236481,42.3198645764334,408.979969830519,41.2706568835472,76.813347668329
"778","IFN3",34,607,"A",NA,"34_607_A_6C",366000,4692000,"plantation",0,258,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,11.25,11.2786302359817,12.3,3.816225,NA,3.816225,3.816225,NA,NA,9.16666666666667,9.5,"85",81.4814814814815,77.2357723577236,106.465553252029,53.8593004182362,100.243453354101
"779","IFN3",34,608,"A",NA,"34_608_A_1",349000,4691000,"plantation",0,25,NA,NA,516.369370920372,NA,516.369370920372,516.369370920372,NA,NA,0,0,318.309886183791,127.323954473516,70.7355302630646,0,0,0,0,17.9071917808219,18.1886805270495,23.0568965517241,13.4169173611111,NA,13.4169173611111,13.4169173611111,NA,NA,7.54452054794521,8.18965517241379,"60",42.1312321903268,35.51932999327,309.918625707026,53.7346156854001,100.011388917635
"781","IFN3",34,610,"A",NA,"34_610_A_4",367000,4691000,"natural",0,54,57,58,822.088332717337,NA,822.088332717337,293.552450591718,509.295817894065,5.09295817894065,0,636.619772367581,31.8309886183791,63.6619772367581,14.1471060526129,28.2942121052258,14.1471060526129,28.2942121052258,5.09295817894065,12.8913526071244,15.3848754893259,30.2850174216028,15.2825680277778,NA,15.2825680277778,10.00515625,3.25505,1.387684,8.6259679917398,13.5313588850174,"85",66.9128233058543,44.6800432591638,377.146965680035,25.775039821591,47.9727546030454
"782","IFN3",34,611,"A",NA,"34_611_A_1",350000,4690000,"natural",0,45,43,NA,769.036685020038,NA,769.036685020038,609.881741928143,159.154943091895,NA,0,381.971863420549,318.309886183791,63.6619772367581,0,0,0,0,5.09295817894065,13.0009105960265,13.7594592688398,20.95,11.43509225,NA,11.43509225,8.49697975,2.9381125,NA,6.29139072847682,9.33544303797468,"65",48.3919236426384,44.5605872934352,294.92292824543,38.6270496671665,71.8930402260865
"783","IFN3",34,612,"A",NA,"34_612_A_4",367000,4690000,"natural",0,258,NA,NA,44.7048551262568,NA,44.7048551262568,44.7048551262568,NA,NA,0,0,0,0,14.1471060526129,0,0,0,30.5577490736439,53.8449367088608,62.042655549186,53.8449367088608,13.5152887777778,NA,13.5152887777778,13.5152887777778,NA,NA,23.7784810126582,23.7784810126582,"90",44.1610343814282,44.1610343814282,192.277751535564,62.8982476280327,117.066829743309
"784","IFN3",34,613,"A",NA,"34_613_A_3C",385000,4706000,"natural",0,43,NA,NA,682.597867038573,NA,682.597867038573,682.597867038573,NA,NA,0,636.619772367581,31.8309886183791,0,0,14.1471060526129,0,0,0,9.28445595854922,9.877435424742,12.3979591836735,5.2305,NA,5.2305,5.2305,NA,NA,6.90932642487047,7.37755102040816,"",74.4182153021932,59.5061728395062,153.771252748909,51.8806388120261,96.560749143585
"786","IFN3",34,616,"A",NA,"34_616_A_1",379000,4705000,"natural",0,26,43,25,399.655745986315,NA,399.655745986315,70.7355302630646,254.647908947033,42.4413181578388,0,127.323954473516,127.323954473516,31.8309886183791,84.8826363156775,14.1471060526129,14.1471060526129,0,0,17.2955752212389,18.7595922366387,26.70625,11.04645,NA,11.04645,4.33725,4.01426875,2.128675,8.21238938053097,10.4375,"70",47.4826033565288,39.0826117481863,252.066943420494,47.9248189449683,89.1981387635517
"787","IFN3",34,617,"A",NA,"34_617_A_6C",377000,4704000,"plantation",0,258,NA,NA,534.053253486138,NA,534.053253486138,534.053253486138,NA,NA,0,254.647908947033,159.154943091895,63.6619772367581,56.5884242104517,0,0,0,0,14.1291390728477,14.9984778477132,21.8794117647059,9.43558472222222,NA,9.43558472222222,9.43558472222222,NA,NA,14.3741721854305,17.6470588235294,"70",101.734239512538,80.6560021508267,235.205018960356,24.5208422887139,45.6384299663068
"788","IFN3",34,62,"A",NA,"34_62_A_4",358000,4750000,"plantation",0,21,NA,NA,806.385044998936,NA,806.385044998936,806.385044998936,NA,NA,0,0,127.323954473516,381.971863420549,282.942121052258,14.1471060526129,0,0,0,20.9074561403509,21.1567168215361,25.275,28.3484222222222,NA,28.3484222222222,28.3484222222222,NA,NA,10.9934210526316,11.5625,"85",52.5813421720615,45.7467853610287,616.869402683182,30.4562915925911,56.6855458925914
"789","IFN3",34,621,"A",NA,"34_621_A_1",384000,4703000,"natural",0,26,NA,NA,297.089227104871,NA,297.089227104871,297.089227104871,NA,NA,0,0,0,14.1471060526129,70.7355302630646,141.471060526129,70.7355302630646,0,0,29.9214285714286,30.176411869759,33.7125,21.2477027777778,NA,21.2477027777778,21.2477027777778,NA,NA,11.8095238095238,12,"70",39.4684491127556,35.59510567297,401.846033475534,48.3476424856577,89.9851020465684
"790","IFN3",34,622,"A",NA,"34_622_A_1",397000,4703000,"plantation",0,258,NA,NA,353.677651315323,NA,353.677651315323,353.677651315323,NA,NA,0,0,0,0,0,169.765272631355,169.765272631355,14.1471060526129,0,32.964,33.0554322313292,35.90625,30.3517111111111,NA,30.3517111111111,30.3517111111111,NA,NA,26.84,27.1875,"50",81.4221575051571,75.7180156657963,553.730776915044,19.5581114582678,36.4017471158489
"791","IFN3",34,623,"A",NA,"34_623_A_1",384000,4702000,"natural",0,26,NA,NA,132.416912652457,NA,132.416912652457,132.416912652457,NA,NA,0,0,0,0,14.1471060526129,28.2942121052258,28.2942121052258,56.5884242104517,5.09295817894065,35.6106837606838,35.9907092712293,37.6788043478261,13.471444,NA,13.471444,13.471444,NA,NA,12.0726495726496,11.7527173913043,"70",33.9017628916704,31.1918533369874,237.648646241218,73.9417930715261,137.621183846168
"792","IFN3",34,624,"A",NA,"34_624_A_1",391000,4702000,"natural",0,25,NA,NA,424.413181578388,NA,424.413181578388,424.413181578388,NA,NA,0,0,31.8309886183791,222.816920328653,141.471060526129,28.2942121052258,0,0,0,22.26375,22.4674815937761,26.2375,16.8262576388889,NA,16.8262576388889,16.8262576388889,NA,NA,10.6666666666667,11,"70",47.9104673142066,41.9247260600286,357.552610583237,44.1278616489932,82.1312049446765
"793","IFN3",34,625,"A",NA,"34_625_A_4",392000,4702000,"natural",0,26,45,NA,554.849499383479,NA,554.849499383479,236.539613199688,318.309886183791,NA,0,254.647908947033,63.6619772367581,0,99.0297423682904,70.7355302630646,42.4413181578388,14.1471060526129,10.1859163578813,18.6565527791943,21.4739021603634,34.7875647668394,20.0949541666667,NA,20.0949541666667,17.3461916666667,2.7487625,NA,10.1523457419684,13.7046632124352,"70",54.4170504708149,39.3952934167411,434.708959782705,30.9773336430588,57.655314420515
"794","IFN3",34,627,"A",NA,"34_627_A_1",384000,4701000,"natural",0,26,NA,NA,316.329291336425,NA,316.329291336425,316.329291336425,NA,NA,0,0,0,0,84.8826363156775,169.765272631355,42.4413181578388,14.1471060526129,5.09295817894065,30.1395348837209,30.4525203036525,34.65625,23.0396444444444,NA,23.0396444444444,23.0396444444444,NA,NA,13.6440071556351,14.4130434782609,"70",45.2694681861349,41.5885835260909,434.17118508474,39.009878626668,72.6055652059207
"795","IFN3",34,628,"A",NA,"34_628_A_4",390000,4701000,"plantation",0,25,NA,NA,710.892079143799,NA,710.892079143799,710.892079143799,NA,NA,0,0,95.4929658551372,572.957795130823,42.4413181578388,0,0,0,0,20.2746268656716,20.3997189279242,23.43,23.2349597222222,NA,23.2349597222222,23.2349597222222,NA,NA,12.863184079602,12.9833333333333,"85",63.4447389085198,55.413287807654,512.928435710921,28.8876328047011,53.765942912024
"796","IFN3",34,629,"A",NA,"34_629_A_1",391000,4701000,"natural",0,25,43,NA,2514.64810085195,NA,2514.64810085195,1527.8874536822,986.760647169751,NA,0,1687.04239677409,700.281749604339,127.323954473516,0,0,0,0,0,11.7512658227848,12.2076172008103,19.2875,29.43261875,NA,29.43261875,22.0038625,7.42875625,NA,7.13924050632911,9.25,"80",60.7529487800937,47.9585223590408,795.840622245447,21.5585554876058,40.1249929839763
"798","IFN3",34,630,"A",NA,"34_630_A_4C",391000,4700000,"plantation",0,25,NA,NA,1082.25361302489,NA,1082.25361302489,1082.25361302489,NA,NA,0,954.929658551372,127.323954473516,0,0,0,0,0,0,10.8705882352941,11.0635530406083,14.3,10.4041875,NA,10.4041875,10.4041875,NA,NA,4.19117647058824,4.75,"25",38.5551948051948,33.2167832167832,292.473282402228,63.994384770671,119.106970845672
"801","IFN3",34,636,"A",NA,"34_636_A_1",367000,4686000,"plantation",0,258,NA,NA,268.795014999645,NA,268.795014999645,268.795014999645,NA,NA,0,0,0,0,169.765272631355,99.0297423682904,0,0,0,27.0868421052632,27.1457106236539,28.475,15.5565583333333,NA,15.5565583333333,15.5565583333333,NA,NA,23.1052631578947,23.125,"50",85.3006897891771,81.2115891132572,306.773574374784,26.3759222242503,49.0911227703728
"802","IFN3",34,637,"A",NA,"34_637_A_4",366000,4683000,"plantation",0,258,NA,NA,234.841960473374,NA,234.841960473374,234.841960473374,NA,NA,0,0,0,0,0,42.4413181578388,113.176848420903,28.2942121052258,50.9295817894065,36.6160240963855,36.9424364171306,41.01,25.1719376666667,NA,25.1719376666667,25.1719376666667,NA,NA,25.9012048192771,26.0473684210526,"",70.7373491755864,63.5146754963488,439.501605826542,25.0523400801816,46.6276588209906
"806","IFN3",34,641,"A",NA,"34_641_A_6C",368000,4677000,"plantation",0,258,NA,NA,318.309886183791,NA,318.309886183791,318.309886183791,NA,NA,0,127.323954473516,190.985931710274,0,0,0,0,0,0,12.775,12.8497178957361,14.1125,4.12788125,NA,4.12788125,4.12788125,NA,NA,11.45,12.125,"70",89.6281800391389,85.9167404782994,109.378164348353,46.2267316816324,86.0376422466722
"807","IFN3",34,642,"A",NA,"34_642_A_4",369000,4675000,"plantation",0,258,NA,NA,268.795014999645,NA,268.795014999645,268.795014999645,NA,NA,0,0,0,0,113.176848420903,70.7355302630646,70.7355302630646,14.1471060526129,0,29.6473684210526,29.997815709955,34.3125,18.9972333333333,NA,18.9972333333333,18.9972333333333,NA,NA,22.3894736842105,24.55,"85",75.519261494763,71.5482695810565,360.127558541114,24.844936922028,46.2416380474489
"808","IFN3",34,643,"A",NA,"34_643_A_4",370000,4674000,"plantation",0,58,NA,NA,445.633840657307,NA,445.633840657307,445.633840657307,NA,NA,0,254.647908947033,190.985931710274,0,0,0,0,0,0,13.3214285714286,13.437979227335,15.675,6.320275,NA,6.320275,6.320275,NA,NA,11.3571428571429,12.375,"50",85.254691689008,78.9473684210526,164.535821367836,38.2794519131691,71.2460879083206
"809","IFN3",34,644,"A",NA,"34_644_A_1",372000,4671000,"plantation",0,58,NA,NA,336.701124052187,NA,336.701124052187,336.701124052187,NA,NA,0,0,0,0,56.5884242104517,84.8826363156775,141.471060526129,28.2942121052258,25.4647908947033,33.0942857142857,33.5433812930573,38.73,29.7541895555556,NA,29.7541895555556,29.7541895555556,NA,NA,28.7924369747899,29.5846153846154,"65",87.0012340600576,76.386819996425,539.696782309199,18.42094005472,34.2852326483018
"810","IFN3",34,649,"A",NA,"34_649_A_1",389000,4673000,"natural",0,24,NA,NA,604.788783749202,NA,604.788783749202,604.788783749202,NA,NA,0,381.971863420549,159.154943091895,63.6619772367581,0,0,0,0,0,12.4894736842105,13.0654224255435,18.45,8.1085,NA,8.1085,8.1085,NA,NA,4.63157894736842,5.375,"55",37.0838600927096,29.1327913279133,213.446068935674,75.6518699455241,140.80399554293
"811","IFN3",34,65,"A",NA,"34_65_A_1",363000,4750000,"plantation",0,21,NA,NA,1365.19573407715,NA,1365.19573407715,1365.19573407715,NA,NA,0,127.323954473516,827.605704077856,381.971863420549,28.2942121052258,0,0,0,0,16.295725388601,16.5597014206143,22.3214285714286,29.4028756944444,NA,29.4028756944444,29.4028756944444,NA,NA,9.22279792746114,10.4285714285714,"70",56.5964245685715,46.72,704.823659931608,25.9524114934108,48.3028804823706
"812","IFN3",34,650,"A",NA,"34_650_A_4C",390000,4673000,"natural",0,24,NA,NA,795.774715459477,NA,795.774715459477,795.774715459477,NA,NA,0,636.619772367581,127.323954473516,31.8309886183791,0,0,0,0,0,10.614,10.9861048602314,15.7375,7.54340625,NA,7.54340625,7.54340625,NA,NA,4.84,6.25,"65",45.6001507443,39.714058776807,212.64277181477,56.7185232289765,105.565066635962
"813","IFN3",34,651,"A",NA,"34_651_A_6C",398000,4673000,"plantation",0,258,NA,NA,1821.43990427391,NA,1821.43990427391,1821.43990427391,NA,NA,0,509.295817894065,381.971863420549,604.788783749202,282.942121052258,42.4413181578388,0,0,0,17.4074757281553,18.2643569010712,27.96875,47.7214354166667,NA,47.7214354166667,47.7214354166667,NA,NA,17.1776699029126,19.375,"65",98.6798440576251,69.2737430167598,1100.51551855502,12.0934681557026,22.5084804581867
"814","IFN3",34,653,"A",NA,"34_653_A_1",399000,4672000,"plantation",0,24,NA,NA,700.281749604339,NA,700.281749604339,700.281749604339,NA,NA,0,509.295817894065,159.154943091895,31.8309886183791,0,0,0,0,0,12.0840909090909,12.2884137965957,16.1625,8.30528125,NA,8.30528125,8.30528125,NA,NA,5.02272727272727,6.5,"65",41.5647921760391,40.2165506573859,223.985496041377,58.1366816492794,108.204556869783
"815","IFN3",34,657,"A",NA,"34_657_A_1",390000,4670000,"natural",0,23,NA,NA,604.788783749202,NA,604.788783749202,604.788783749202,NA,NA,0,254.647908947033,222.816920328653,127.323954473516,0,0,0,0,0,14.2394736842105,14.5513202511879,19.5125,10.05769375,NA,10.05769375,10.05769375,NA,NA,4.63157894736842,6.5,"75",32.5263352430235,33.3119795003203,253.727981581004,62.5582770703373,116.434073237423
"816","IFN3",34,658,"A",NA,"34_658_A_4",395000,4670000,"natural",0,95,NA,NA,95.4929658551372,NA,95.4929658551372,95.4929658551372,NA,NA,0,0,95.4929658551372,0,0,0,0,0,0,13.6166666666667,13.655859548194,13.6166666666667,1.39861875,NA,1.39861875,1.39861875,NA,NA,4.83333333333333,4.83333333333333,"80",35.4957160342717,35.4957160342717,36.17968068213,211.722767161342,394.060471805775
"818","IFN3",34,66,"A",NA,"34_66_A_1",366000,4750000,"natural",0,71,43,42,76.9602569262143,NA,76.9602569262143,29.4259805894349,42.4413181578388,5.09295817894065,0,0,0,0,42.4413181578388,0,14.1471060526129,0,20.3718327157626,32.9264705882353,34.3571659620111,32.9264705882353,7.134952,NA,7.134952,3.249577,2.653275,1.2321,9.64705882352941,9.64705882352941,"75",29.298794104511,29.298794104511,128.197812314521,118.16036364859,219.921217129298
"819","IFN3",34,660,"A",NA,"34_660_A_1",366000,4668000,"natural",0,45,NA,NA,332.456992236404,NA,332.456992236404,332.456992236404,NA,NA,0,254.647908947033,63.6619772367581,0,0,0,14.1471060526129,0,0,11.9702127659574,13.0824838229873,14.0310344827586,4.46895277777778,NA,4.46895277777778,4.46895277777778,NA,NA,4.50531914893617,5.12931034482759,"75",37.6377532883043,36.5568935856476,117.578939510637,106.923529886275,199.007112929031
"820","IFN3",34,661,"A",NA,"34_661_A_1",348000,4659000,"plantation",0,58,NA,NA,86.0144047998865,NA,86.0144047998865,86.0144047998865,NA,NA,0,0,0,0,14.1471060526129,28.2942121052258,14.1471060526129,14.1471060526129,15.278874536822,36.3171052631579,37.4991008664138,36.3171052631579,9.49954444444444,NA,9.49954444444444,9.49954444444444,NA,NA,19.9703947368421,19.9703947368421,"65",54.9889496757364,54.9889496757364,164.884923135227,53.9917937974217,100.490051319039
"821","IFN3",34,662,"A",NA,"34_662_A_1",373000,4656000,"natural",0,24,NA,NA,1428.8577113139,NA,1428.8577113139,1428.8577113139,NA,NA,0,1018.59163578813,350.14087480217,31.8309886183791,14.1471060526129,14.1471060526129,0,0,0,11.3278465346535,11.8672017124994,19.7342857142857,15.8043090277778,NA,15.8043090277778,15.8043090277778,NA,NA,5.09034653465347,6.17142857142857,"70",44.9365774781763,31.2726219777038,432.13986271036,42.8666753370601,79.7838727244404
"822","IFN3",34,663,"A",NA,"34_663_A_4",369000,4653000,"plantation",0,36,23,NA,222.816920328653,NA,222.816920328653,63.6619772367581,159.154943091895,NA,0,127.323954473516,95.4929658551372,0,0,0,0,0,0,10.8642857142857,11.4755796616741,10.8642857142857,2.30455625,NA,2.30455625,1.2961,1.00845625,NA,3.64285714285714,3.64285714285714,"65",33.5305719921105,33.5305719921105,63.8546807539259,183.900866660186,342.278080214113
"823","IFN3",34,664,"A",NA,"34_664_A_1",388000,4668000,"plantation",0,24,36,NA,1414.71060526129,NA,1414.71060526129,682.597867038573,732.112738222719,NA,0,763.943726841098,445.633840657307,190.985931710274,14.1471060526129,0,0,0,0,13.2945,13.6364520678951,19.3693548387097,20.661425,NA,20.661425,10.65739375,10.00403125,NA,6.1325,7.2741935483871,"60",46.1280980856745,37.5551669581148,534.773190244102,36.5494918257678,68.026269381544
